"","Country","Date","Recovered"
"6707","El Salvador",2020-01-29,0
"6708","El Salvador",2020-01-30,0
"6709","El Salvador",2020-01-31,0
"6710","El Salvador",2020-02-01,0
"6711","El Salvador",2020-02-02,0
"6712","El Salvador",2020-02-03,0
"6713","El Salvador",2020-02-04,0
"6714","El Salvador",2020-02-05,0
"6715","El Salvador",2020-02-06,0
"6716","El Salvador",2020-02-07,0
"6717","El Salvador",2020-02-08,0
"6718","El Salvador",2020-02-09,0
"6719","El Salvador",2020-02-10,0
"6720","El Salvador",2020-02-11,0
"6721","El Salvador",2020-02-12,0
"6722","El Salvador",2020-02-13,0
"6723","El Salvador",2020-02-14,0
"6724","El Salvador",2020-02-15,0
"6725","El Salvador",2020-02-16,0
"6726","El Salvador",2020-02-17,0
"6727","El Salvador",2020-02-18,0
"6728","El Salvador",2020-02-19,0
"6729","El Salvador",2020-02-20,0
"6730","El Salvador",2020-02-21,0
"6731","El Salvador",2020-02-22,0
"6732","El Salvador",2020-02-23,0
"6733","El Salvador",2020-02-24,0
"6734","El Salvador",2020-02-25,0
"6735","El Salvador",2020-02-26,0
"6736","El Salvador",2020-02-27,0
"6737","El Salvador",2020-02-28,0
"6738","El Salvador",2020-02-29,0
"6739","El Salvador",2020-03-01,0
"6740","El Salvador",2020-03-02,0
"6741","El Salvador",2020-03-03,0
"6742","El Salvador",2020-03-04,0
"6743","El Salvador",2020-03-05,0
"6744","El Salvador",2020-03-06,0
"6745","El Salvador",2020-03-07,0
"6746","El Salvador",2020-03-08,0
"6747","El Salvador",2020-03-09,0
"6748","El Salvador",2020-03-10,0
"6749","El Salvador",2020-03-11,0
"6750","El Salvador",2020-03-12,0
"6751","El Salvador",2020-03-13,0
"6752","El Salvador",2020-03-14,0
"6753","El Salvador",2020-03-15,0
"6754","El Salvador",2020-03-16,0
"6755","El Salvador",2020-03-17,0
"6756","El Salvador",2020-03-18,0
"6757","El Salvador",2020-03-19,0
"6758","El Salvador",2020-03-20,0
"6759","El Salvador",2020-03-21,0
"6760","El Salvador",2020-03-22,0
"6761","El Salvador",2020-03-23,0
"6762","El Salvador",2020-03-24,0
"6763","El Salvador",2020-03-25,0
"6764","El Salvador",2020-03-26,0
"6765","El Salvador",2020-03-27,0
"6766","El Salvador",2020-03-28,0
"6767","El Salvador",2020-03-29,0
"6768","El Salvador",2020-03-30,0
"6769","El Salvador",2020-03-31,0
"6770","El Salvador",2020-04-01,0
"6771","El Salvador",2020-04-02,0
"6772","El Salvador",2020-04-03,0
"6773","El Salvador",2020-04-04,0
"6774","El Salvador",2020-04-05,0
"6775","El Salvador",2020-04-06,0
"6776","El Salvador",2020-04-07,0
"6777","El Salvador",2020-04-08,0
"6778","El Salvador",2020-04-09,0
"6779","El Salvador",2020-04-10,0
"6780","El Salvador",2020-04-11,0
"6781","El Salvador",2020-04-12,0
"6782","El Salvador",2020-04-13,0
"6783","El Salvador",2020-04-14,0
"6784","El Salvador",2020-04-15,0
"6785","El Salvador",2020-04-16,0
"6786","El Salvador",2020-04-17,0
"6787","El Salvador",2020-04-18,0
"6788","El Salvador",2020-04-19,0
"6789","El Salvador",2020-04-20,0
"6790","El Salvador",2020-04-21,0
"6791","El Salvador",2020-04-22,0
"6792","El Salvador",2020-04-23,0
"6793","El Salvador",2020-04-24,0
"6794","El Salvador",2020-04-25,0
"6795","El Salvador",2020-04-26,0
"6796","El Salvador",2020-04-27,0
"6797","El Salvador",2020-04-28,0
"6798","El Salvador",2020-04-29,0
"6799","El Salvador",2020-04-30,0
"6800","El Salvador",2020-05-01,0
"6801","El Salvador",2020-05-02,0
"6802","El Salvador",2020-05-03,0
"6803","El Salvador",2020-05-04,0
"6804","El Salvador",2020-05-05,0
"6805","Equatorial Guinea",2020-01-01,0
"6806","Equatorial Guinea",2020-01-02,0
"6807","Equatorial Guinea",2020-01-03,0
"6808","Equatorial Guinea",2020-01-04,0
"6809","Equatorial Guinea",2020-01-05,0
"6810","Equatorial Guinea",2020-01-06,0
"6811","Equatorial Guinea",2020-01-07,0
"6812","Equatorial Guinea",2020-01-08,0
"6813","Equatorial Guinea",2020-01-09,0
"6814","Equatorial Guinea",2020-01-10,0
"6815","Equatorial Guinea",2020-01-11,0
"6816","Equatorial Guinea",2020-01-12,0
"6817","Equatorial Guinea",2020-01-13,0
"6818","Equatorial Guinea",2020-01-14,0
"6819","Equatorial Guinea",2020-01-15,0
"6820","Equatorial Guinea",2020-01-16,0
"6821","Equatorial Guinea",2020-01-17,0
"6822","Equatorial Guinea",2020-01-18,0
"6823","Equatorial Guinea",2020-01-19,1
"6824","Equatorial Guinea",2020-01-20,0
"6825","Equatorial Guinea",2020-01-21,0
"6826","Equatorial Guinea",2020-01-22,0
"6827","Equatorial Guinea",2020-01-23,0
"6828","Equatorial Guinea",2020-01-24,0
"6829","Equatorial Guinea",2020-01-25,0
"6830","Equatorial Guinea",2020-01-26,0
"6831","Equatorial Guinea",2020-01-27,0
"6832","Equatorial Guinea",2020-01-28,0
"6833","Equatorial Guinea",2020-01-29,0
"6834","Equatorial Guinea",2020-01-30,0
"6835","Equatorial Guinea",2020-01-31,0
"6836","Equatorial Guinea",2020-02-01,0
"6837","Equatorial Guinea",2020-02-02,0
"6838","Equatorial Guinea",2020-02-03,0
"6839","Equatorial Guinea",2020-02-04,0
"6840","Equatorial Guinea",2020-02-05,0
"6841","Equatorial Guinea",2020-02-06,0
"6842","Equatorial Guinea",2020-02-07,0
"6843","Equatorial Guinea",2020-02-08,0
"6844","Equatorial Guinea",2020-02-09,0
"6845","Equatorial Guinea",2020-02-10,0
"6846","Equatorial Guinea",2020-02-11,0
"6847","Equatorial Guinea",2020-02-12,0
"6848","Equatorial Guinea",2020-02-13,0
"6849","Equatorial Guinea",2020-02-14,0
"6850","Equatorial Guinea",2020-02-15,0
"6851","Equatorial Guinea",2020-02-16,0
"6852","Equatorial Guinea",2020-02-17,0
"6853","Equatorial Guinea",2020-02-18,0
"6854","Equatorial Guinea",2020-02-19,0
"6855","Equatorial Guinea",2020-02-20,0
"6856","Equatorial Guinea",2020-02-21,0
"6857","Equatorial Guinea",2020-02-22,0
"6858","Equatorial Guinea",2020-02-23,0
"6859","Equatorial Guinea",2020-02-24,0
"6860","Equatorial Guinea",2020-02-25,0
"6861","Equatorial Guinea",2020-02-26,0
"6862","Equatorial Guinea",2020-02-27,0
"6863","Equatorial Guinea",2020-02-28,0
"6864","Equatorial Guinea",2020-02-29,0
"6865","Equatorial Guinea",2020-03-01,0
"6866","Equatorial Guinea",2020-03-02,0
"6867","Equatorial Guinea",2020-03-03,0
"6868","Equatorial Guinea",2020-03-04,0
"6869","Equatorial Guinea",2020-03-05,0
"6870","Equatorial Guinea",2020-03-06,0
"6871","Equatorial Guinea",2020-03-07,0
"6872","Equatorial Guinea",2020-03-08,0
"6873","Equatorial Guinea",2020-03-09,0
"6874","Equatorial Guinea",2020-03-10,0
"6875","Equatorial Guinea",2020-03-11,0
"6876","Equatorial Guinea",2020-03-12,0
"6877","Equatorial Guinea",2020-03-13,0
"6878","Equatorial Guinea",2020-03-14,0
"6879","Equatorial Guinea",2020-03-15,0
"6880","Equatorial Guinea",2020-03-16,0
"6881","Equatorial Guinea",2020-03-17,522
"6882","Equatorial Guinea",2020-03-18,0
"6883","Equatorial Guinea",2020-03-19,0
"6884","Equatorial Guinea",2020-03-20,0
"6885","Equatorial Guinea",2020-03-21,0
"6886","Equatorial Guinea",2020-03-22,0
"6887","Equatorial Guinea",2020-03-23,0
"6888","Equatorial Guinea",2020-03-24,0
"6889","Equatorial Guinea",2020-03-25,0
"6890","Equatorial Guinea",2020-03-26,0
"6891","Equatorial Guinea",2020-03-27,0
"6892","Equatorial Guinea",2020-03-28,0
"6893","Equatorial Guinea",2020-03-29,0
"6894","Equatorial Guinea",2020-03-30,0
"6895","Equatorial Guinea",2020-03-31,0
"6896","Equatorial Guinea",2020-04-01,0
"6897","Equatorial Guinea",2020-04-02,0
"6898","Equatorial Guinea",2020-04-03,0
"6899","Equatorial Guinea",2020-04-04,0
"6900","Equatorial Guinea",2020-04-05,0
"6901","Equatorial Guinea",2020-04-06,0
"6902","Equatorial Guinea",2020-04-07,0
"6903","Equatorial Guinea",2020-04-08,0
"6904","Equatorial Guinea",2020-04-09,0
"6905","Equatorial Guinea",2020-04-10,0
"6906","Equatorial Guinea",2020-04-11,0
"6907","Equatorial Guinea",2020-04-12,0
"6908","Equatorial Guinea",2020-04-13,0
"6909","Equatorial Guinea",2020-04-14,0
"6910","Equatorial Guinea",2020-04-15,0
"6911","Equatorial Guinea",2020-04-16,0
"6912","Equatorial Guinea",2020-04-17,0
"6913","Equatorial Guinea",2020-04-18,0
"6914","Equatorial Guinea",2020-04-19,0
"6915","Equatorial Guinea",2020-04-20,0
"6916","Equatorial Guinea",2020-04-21,0
"6917","Equatorial Guinea",2020-04-22,0
"6918","Equatorial Guinea",2020-04-23,0
"6919","Equatorial Guinea",2020-04-24,0
"6920","Equatorial Guinea",2020-04-25,0
"6921","Equatorial Guinea",2020-04-26,0
"6922","Equatorial Guinea",2020-04-27,0
"6923","Equatorial Guinea",2020-04-28,0
"6924","Equatorial Guinea",2020-04-29,0
"6925","Equatorial Guinea",2020-04-30,0
"6926","Equatorial Guinea",2020-05-01,0
"6927","Equatorial Guinea",2020-05-02,0
"6928","Equatorial Guinea",2020-05-03,0
"6929","Equatorial Guinea",2020-05-04,0
"6930","Equatorial Guinea",2020-05-05,0
"6931","Eritrea",2020-01-01,0
"6932","Eritrea",2020-01-02,0
"6933","Eritrea",2020-01-03,0
"6934","Eritrea",2020-01-04,0
"6935","Eritrea",2020-01-05,1
"6936","Eritrea",2020-01-06,0
"6937","Eritrea",2020-01-07,0
"6938","Eritrea",2020-01-08,0
"6939","Eritrea",2020-01-09,0
"6940","Eritrea",2020-01-10,0
"6941","Eritrea",2020-01-11,0
"6942","Eritrea",2020-01-12,0
"6943","Eritrea",2020-01-13,0
"6944","Eritrea",2020-01-14,0
"6945","Eritrea",2020-01-15,0
"6946","Eritrea",2020-01-16,0
"6947","Eritrea",2020-01-17,0
"6948","Eritrea",2020-01-18,0
"6949","Eritrea",2020-01-19,1
"6950","Eritrea",2020-01-20,0
"6951","Eritrea",2020-01-21,0
"6952","Eritrea",2020-01-22,0
"6953","Eritrea",2020-01-23,0
"6954","Eritrea",2020-01-24,0
"6955","Eritrea",2020-01-25,0
"6956","Eritrea",2020-01-26,0
"6957","Eritrea",2020-01-27,0
"6958","Eritrea",2020-01-28,0
"6959","Eritrea",2020-01-29,0
"6960","Eritrea",2020-01-30,0
"6961","Eritrea",2020-01-31,0
"6962","Eritrea",2020-02-01,0
"6963","Eritrea",2020-02-02,0
"6964","Eritrea",2020-02-03,0
"6965","Eritrea",2020-02-04,0
"6966","Eritrea",2020-02-05,0
"6967","Eritrea",2020-02-06,0
"6968","Eritrea",2020-02-07,0
"6969","Eritrea",2020-02-08,0
"6970","Eritrea",2020-02-09,0
"6971","Eritrea",2020-02-10,0
"6972","Eritrea",2020-02-11,0
"6973","Eritrea",2020-02-12,0
"6974","Eritrea",2020-02-13,0
"6975","Eritrea",2020-02-14,0
"6976","Eritrea",2020-02-15,0
"6977","Eritrea",2020-02-16,0
"6978","Eritrea",2020-02-17,0
"6979","Eritrea",2020-02-18,0
"6980","Eritrea",2020-02-19,0
"6981","Eritrea",2020-02-20,0
"6982","Eritrea",2020-02-21,0
"6983","Eritrea",2020-02-22,0
"6984","Eritrea",2020-02-23,0
"6985","Eritrea",2020-02-24,0
"6986","Eritrea",2020-02-25,0
"6987","Eritrea",2020-02-26,0
"6988","Eritrea",2020-02-27,0
"6989","Eritrea",2020-02-28,0
"6990","Eritrea",2020-02-29,0
"6991","Eritrea",2020-03-01,0
"6992","Eritrea",2020-03-02,0
"6993","Eritrea",2020-03-03,0
"6994","Eritrea",2020-03-04,0
"6995","Eritrea",2020-03-05,0
"6996","Eritrea",2020-03-06,0
"6997","Eritrea",2020-03-07,0
"6998","Eritrea",2020-03-08,0
"6999","Eritrea",2020-03-09,0
"7000","Eritrea",2020-03-10,0
"7001","Eritrea",2020-03-11,0
"7002","Eritrea",2020-03-12,0
"7003","Eritrea",2020-03-13,0
"7004","Eritrea",2020-03-14,0
"7005","Eritrea",2020-03-15,0
"7006","Eritrea",2020-03-16,0
"7007","Eritrea",2020-03-17,0
"7008","Eritrea",2020-03-18,0
"7009","Eritrea",2020-03-19,0
"7010","Eritrea",2020-03-20,0
"7011","Eritrea",2020-03-21,0
"7012","Eritrea",2020-03-22,0
"7013","Eritrea",2020-03-23,0
"7014","Eritrea",2020-03-24,0
"7015","Eritrea",2020-03-25,0
"7016","Eritrea",2020-03-26,0
"7017","Eritrea",2020-03-27,0
"7018","Eritrea",2020-03-28,0
"7019","Eritrea",2020-03-29,0
"7020","Eritrea",2020-03-30,0
"7021","Eritrea",2020-03-31,0
"7022","Eritrea",2020-04-01,0
"7023","Eritrea",2020-04-02,0
"7024","Eritrea",2020-04-03,0
"7025","Eritrea",2020-04-04,0
"7026","Eritrea",2020-04-05,0
"7027","Eritrea",2020-04-06,0
"7028","Eritrea",2020-04-07,0
"7029","Eritrea",2020-04-08,0
"7030","Eritrea",2020-04-09,0
"7031","Eritrea",2020-04-10,0
"7032","Eritrea",2020-04-11,0
"7033","Eritrea",2020-04-12,0
"7034","Eritrea",2020-04-13,0
"7035","Eritrea",2020-04-14,0
"7036","Eritrea",2020-04-15,0
"7037","Eritrea",2020-04-16,0
"7038","Eritrea",2020-04-17,0
"7039","Eritrea",2020-04-18,0
"7040","Eritrea",2020-04-19,0
"7041","Eritrea",2020-04-20,0
"7042","Eritrea",2020-04-21,0
"7043","Eritrea",2020-04-22,0
"7044","Eritrea",2020-04-23,0
"7045","Eritrea",2020-04-24,0
"7046","Eritrea",2020-04-25,0
"7047","Eritrea",2020-04-26,0
"7048","Eritrea",2020-04-27,0
"7049","Eritrea",2020-04-28,0
"7050","Eritrea",2020-04-29,0
"7051","Eritrea",2020-04-30,0
"7052","Eritrea",2020-05-01,0
"7053","Eritrea",2020-05-02,0
"7054","Eritrea",2020-05-03,0
"7055","Eritrea",2020-05-04,0
"7056","Eritrea",2020-05-05,0
"7057","Estonia",2020-01-01,0
"7058","Estonia",2020-01-02,0
"7059","Estonia",2020-01-03,0
"7060","Estonia",2020-01-04,0
"7061","Estonia",2020-01-05,0
"7062","Estonia",2020-01-06,0
"7063","Estonia",2020-01-07,0
"7064","Estonia",2020-01-08,0
"7065","Estonia",2020-01-09,0
"7066","Estonia",2020-01-10,597
"7067","Estonia",2020-01-11,0
"7068","Estonia",2020-01-12,0
"7069","Estonia",2020-01-13,0
"7070","Estonia",2020-01-14,0
"7071","Estonia",2020-01-15,0
"7072","Estonia",2020-01-16,0
"7073","Estonia",2020-01-17,0
"7074","Estonia",2020-01-18,0
"7075","Estonia",2020-01-19,0
"7076","Estonia",2020-01-20,0
"7077","Estonia",2020-01-21,0
"7078","Estonia",2020-01-22,0
"7079","Estonia",2020-01-23,0
"7080","Estonia",2020-01-24,0
"7081","Estonia",2020-01-25,0
"7082","Estonia",2020-01-26,0
"7083","Estonia",2020-01-27,0
"7084","Estonia",2020-01-28,0
"7085","Estonia",2020-01-29,0
"7086","Estonia",2020-01-30,0
"7087","Estonia",2020-01-31,0
"7088","Estonia",2020-02-01,0
"7089","Estonia",2020-02-02,0
"7090","Estonia",2020-02-03,0
"7091","Estonia",2020-02-04,0
"7092","Estonia",2020-02-05,0
"7093","Estonia",2020-02-06,0
"7094","Estonia",2020-02-07,0
"7095","Estonia",2020-02-08,0
"7096","Estonia",2020-02-09,0
"7097","Estonia",2020-02-10,0
"7098","Estonia",2020-02-11,0
"7099","Estonia",2020-02-12,0
"7100","Estonia",2020-02-13,0
"7101","Estonia",2020-02-14,0
"7102","Estonia",2020-02-15,0
"7103","Estonia",2020-02-16,0
"7104","Estonia",2020-02-17,0
"7105","Estonia",2020-02-18,0
"7106","Estonia",2020-02-19,0
"7107","Estonia",2020-02-20,0
"7108","Estonia",2020-02-21,0
"7109","Estonia",2020-02-22,0
"7110","Estonia",2020-02-23,0
"7111","Estonia",2020-02-24,0
"7112","Estonia",2020-02-25,0
"7113","Estonia",2020-02-26,0
"7114","Estonia",2020-02-27,0
"7115","Estonia",2020-02-28,0
"7116","Estonia",2020-02-29,0
"7117","Estonia",2020-03-01,0
"7118","Estonia",2020-03-02,0
"7119","Estonia",2020-03-03,0
"7120","Estonia",2020-03-04,0
"7121","Estonia",2020-03-05,0
"7122","Estonia",2020-03-06,0
"7123","Estonia",2020-03-07,0
"7124","Estonia",2020-03-08,0
"7125","Estonia",2020-03-09,0
"7126","Estonia",2020-03-10,0
"7127","Estonia",2020-03-11,0
"7128","Estonia",2020-03-12,0
"7129","Estonia",2020-03-13,0
"7130","Estonia",2020-03-14,0
"7131","Estonia",2020-03-15,0
"7132","Estonia",2020-03-16,0
"7133","Estonia",2020-03-17,0
"7134","Estonia",2020-03-18,0
"7135","Estonia",2020-03-19,0
"7136","Estonia",2020-03-20,0
"7137","Estonia",2020-03-21,0
"7138","Estonia",2020-03-22,0
"7139","Estonia",2020-03-23,0
"7140","Estonia",2020-03-24,0
"7141","Estonia",2020-03-25,0
"7142","Estonia",2020-03-26,0
"7143","Estonia",2020-03-27,0
"7144","Estonia",2020-03-28,0
"7145","Estonia",2020-03-29,0
"7146","Estonia",2020-03-30,0
"7147","Estonia",2020-03-31,0
"7148","Estonia",2020-04-01,0
"7149","Estonia",2020-04-02,0
"7150","Estonia",2020-04-03,0
"7151","Estonia",2020-04-04,0
"7152","Estonia",2020-04-05,0
"7153","Estonia",2020-04-06,0
"7154","Estonia",2020-04-07,0
"7155","Estonia",2020-04-08,0
"7156","Estonia",2020-04-09,0
"7157","Estonia",2020-04-10,0
"7158","Estonia",2020-04-11,0
"7159","Estonia",2020-04-12,0
"7160","Estonia",2020-04-13,0
"7161","Estonia",2020-04-14,0
"7162","Estonia",2020-04-15,0
"7163","Estonia",2020-04-16,0
"7164","Estonia",2020-04-17,0
"7165","Estonia",2020-04-18,0
"7166","Estonia",2020-04-19,0
"7167","Estonia",2020-04-20,0
"7168","Estonia",2020-04-21,0
"7169","Estonia",2020-04-22,0
"7170","Estonia",2020-04-23,0
"7171","Estonia",2020-04-24,0
"7172","Estonia",2020-04-25,0
"7173","Estonia",2020-04-26,0
"7174","Estonia",2020-04-27,0
"7175","Estonia",2020-04-28,0
"7176","Estonia",2020-04-29,0
"7177","Estonia",2020-04-30,0
"7178","Estonia",2020-05-01,0
"7179","Estonia",2020-05-02,0
"7180","Estonia",2020-05-03,2
"7181","Estonia",2020-05-04,0
"7182","Estonia",2020-05-05,0
"7183","Swaziland",2020-01-01,0
"7184","Swaziland",2020-01-02,0
"7185","Swaziland",2020-01-03,0
"7186","Swaziland",2020-01-04,0
"7187","Swaziland",2020-01-05,1
"7188","Swaziland",2020-01-06,0
"7189","Swaziland",2020-01-07,0
"7190","Swaziland",2020-01-08,0
"7191","Swaziland",2020-01-09,0
"7192","Swaziland",2020-01-10,0
"7193","Swaziland",2020-01-11,0
"7194","Swaziland",2020-01-12,0
"7195","Swaziland",2020-01-13,0
"7196","Swaziland",2020-01-14,5
"7197","Swaziland",2020-01-15,0
"7198","Swaziland",2020-01-16,0
"7199","Swaziland",2020-01-17,0
"7200","Swaziland",2020-01-18,0
"7201","Swaziland",2020-01-19,0
"7202","Swaziland",2020-01-20,0
"7203","Swaziland",2020-01-21,0
"7204","Swaziland",2020-01-22,0
"7205","Swaziland",2020-01-23,0
"7206","Swaziland",2020-01-24,0
"7207","Swaziland",2020-01-25,0
"7208","Swaziland",2020-01-26,0
"7209","Swaziland",2020-01-27,0
"7210","Swaziland",2020-01-28,0
"7211","Swaziland",2020-01-29,0
"7212","Swaziland",2020-01-30,0
"7213","Swaziland",2020-01-31,0
"7214","Swaziland",2020-02-01,0
"7215","Swaziland",2020-02-02,0
"7216","Swaziland",2020-02-03,0
"7217","Swaziland",2020-02-04,0
"7218","Swaziland",2020-02-05,0
"7219","Swaziland",2020-02-06,0
"7220","Swaziland",2020-02-07,0
"7221","Swaziland",2020-02-08,0
"7222","Swaziland",2020-02-09,0
"7223","Swaziland",2020-02-10,0
"7224","Swaziland",2020-02-11,0
"7225","Swaziland",2020-02-12,0
"7226","Swaziland",2020-02-13,0
"7227","Swaziland",2020-02-14,0
"7228","Swaziland",2020-02-15,0
"7229","Swaziland",2020-02-16,0
"7230","Swaziland",2020-02-17,0
"7231","Swaziland",2020-02-18,0
"7232","Swaziland",2020-02-19,0
"7233","Swaziland",2020-02-20,0
"7234","Swaziland",2020-02-21,0
"7235","Swaziland",2020-02-22,0
"7236","Swaziland",2020-02-23,0
"7237","Swaziland",2020-02-24,0
"7238","Swaziland",2020-02-25,0
"7239","Swaziland",2020-02-26,0
"7240","Swaziland",2020-02-27,0
"7241","Swaziland",2020-02-28,0
"7242","Swaziland",2020-02-29,0
"7243","Swaziland",2020-03-01,0
"7244","Swaziland",2020-03-02,0
"7245","Swaziland",2020-03-03,0
"7246","Swaziland",2020-03-04,0
"7247","Swaziland",2020-03-05,0
"7248","Swaziland",2020-03-06,0
"7249","Swaziland",2020-03-07,0
"7250","Swaziland",2020-03-08,0
"7251","Swaziland",2020-03-09,623
"7252","Swaziland",2020-03-10,0
"7253","Swaziland",2020-03-11,0
"7254","Swaziland",2020-03-12,0
"7255","Swaziland",2020-03-13,0
"7256","Swaziland",2020-03-14,0
"7257","Swaziland",2020-03-15,0
"7258","Swaziland",2020-03-16,0
"7259","Swaziland",2020-03-17,0
"7260","Swaziland",2020-03-18,0
"7261","Swaziland",2020-03-19,0
"7262","Swaziland",2020-03-20,0
"7263","Swaziland",2020-03-21,0
"7264","Swaziland",2020-03-22,0
"7265","Swaziland",2020-03-23,0
"7266","Swaziland",2020-03-24,0
"7267","Swaziland",2020-03-25,0
"7268","Swaziland",2020-03-26,0
"7269","Swaziland",2020-03-27,0
"7270","Swaziland",2020-03-28,0
"7271","Swaziland",2020-03-29,0
"7272","Swaziland",2020-03-30,0
"7273","Swaziland",2020-03-31,0
"7274","Swaziland",2020-04-01,0
"7275","Swaziland",2020-04-02,0
"7276","Swaziland",2020-04-03,0
"7277","Swaziland",2020-04-04,0
"7278","Swaziland",2020-04-05,0
"7279","Swaziland",2020-04-06,0
"7280","Swaziland",2020-04-07,0
"7281","Swaziland",2020-04-08,0
"7282","Swaziland",2020-04-09,0
"7283","Swaziland",2020-04-10,0
"7284","Swaziland",2020-04-11,0
"7285","Swaziland",2020-04-12,0
"7286","Swaziland",2020-04-13,0
"7287","Swaziland",2020-04-14,0
"7288","Swaziland",2020-04-15,0
"7289","Swaziland",2020-04-16,0
"7290","Swaziland",2020-04-17,0
"7291","Swaziland",2020-04-18,0
"7292","Swaziland",2020-04-19,0
"7293","Swaziland",2020-04-20,0
"7294","Swaziland",2020-04-21,0
"7295","Swaziland",2020-04-22,0
"7296","Swaziland",2020-04-23,0
"7297","Swaziland",2020-04-24,0
"7298","Swaziland",2020-04-25,0
"7299","Swaziland",2020-04-26,0
"7300","Swaziland",2020-04-27,0
"7301","Swaziland",2020-04-28,0
"7302","Swaziland",2020-04-29,0
"7303","Swaziland",2020-04-30,0
"7304","Swaziland",2020-05-01,0
"7305","Swaziland",2020-05-02,2
"7306","Swaziland",2020-05-03,0
"7307","Swaziland",2020-05-04,0
"7308","Swaziland",2020-05-05,0
"7309","Ethiopia",2020-01-01,0
"7310","Ethiopia",2020-01-02,0
"7311","Ethiopia",2020-01-03,0
"7312","Ethiopia",2020-01-04,0
"7313","Ethiopia",2020-01-05,0
"7314","Ethiopia",2020-01-06,0
"7315","Ethiopia",2020-01-07,0
"7316","Ethiopia",2020-01-08,0
"7317","Ethiopia",2020-01-09,0
"7318","Ethiopia",2020-01-10,0
"7319","Ethiopia",2020-01-11,0
"7320","Ethiopia",2020-01-12,0
"7321","Ethiopia",2020-01-13,0
"7322","Ethiopia",2020-01-14,0
"7323","Ethiopia",2020-01-15,0
"7324","Ethiopia",2020-01-16,0
"7325","Ethiopia",2020-01-17,0
"7326","Ethiopia",2020-01-18,0
"7327","Ethiopia",2020-01-19,0
"7328","Ethiopia",2020-01-20,0
"7329","Ethiopia",2020-01-21,0
"7330","Ethiopia",2020-01-22,0
"7331","Ethiopia",2020-01-23,0
"7332","Ethiopia",2020-01-24,0
"7333","Ethiopia",2020-01-25,0
"7334","Ethiopia",2020-01-26,0
"7335","Ethiopia",2020-01-27,0
"7336","Ethiopia",2020-01-28,0
"7337","Ethiopia",2020-01-29,0
"7338","Ethiopia",2020-01-30,0
"7339","Ethiopia",2020-01-31,0
"7340","Ethiopia",2020-02-01,0
"7341","Ethiopia",2020-02-02,0
"7342","Ethiopia",2020-02-03,0
"7343","Ethiopia",2020-02-04,0
"7344","Ethiopia",2020-02-05,0
"7345","Ethiopia",2020-02-06,0
"7346","Ethiopia",2020-02-07,0
"7347","Ethiopia",2020-02-08,0
"7348","Ethiopia",2020-02-09,0
"7349","Ethiopia",2020-02-10,0
"7350","Ethiopia",2020-02-11,0
"7351","Ethiopia",2020-02-12,0
"7352","Ethiopia",2020-02-13,0
"7353","Ethiopia",2020-02-14,0
"7354","Ethiopia",2020-02-15,0
"7355","Ethiopia",2020-02-16,0
"7356","Ethiopia",2020-02-17,0
"7357","Ethiopia",2020-02-18,0
"7358","Ethiopia",2020-02-19,0
"7359","Ethiopia",2020-02-20,0
"7360","Ethiopia",2020-02-21,0
"7361","Ethiopia",2020-02-22,0
"7362","Ethiopia",2020-02-23,0
"7363","Ethiopia",2020-02-24,0
"7364","Ethiopia",2020-02-25,0
"7365","Ethiopia",2020-02-26,0
"7366","Ethiopia",2020-02-27,0
"7367","Ethiopia",2020-02-28,0
"7368","Ethiopia",2020-02-29,0
"7369","Ethiopia",2020-03-01,0
"7370","Ethiopia",2020-03-02,0
"7371","Ethiopia",2020-03-03,0
"7372","Ethiopia",2020-03-04,0
"7373","Ethiopia",2020-03-05,0
"7374","Ethiopia",2020-03-06,0
"7375","Ethiopia",2020-03-07,0
"7376","Ethiopia",2020-03-08,0
"7377","Ethiopia",2020-03-09,0
"7378","Ethiopia",2020-03-10,0
"7379","Ethiopia",2020-03-11,0
"7380","Ethiopia",2020-03-12,0
"7381","Ethiopia",2020-03-13,0
"7382","Ethiopia",2020-03-14,0
"7383","Ethiopia",2020-03-15,0
"7384","Ethiopia",2020-03-16,0
"7385","Ethiopia",2020-03-17,0
"7386","Ethiopia",2020-03-18,0
"7387","Ethiopia",2020-03-19,0
"7388","Ethiopia",2020-03-20,0
"7389","Ethiopia",2020-03-21,0
"7390","Ethiopia",2020-03-22,0
"7391","Ethiopia",2020-03-23,0
"7392","Ethiopia",2020-03-24,3
"7393","Ethiopia",2020-03-25,0
"7394","Ethiopia",2020-03-26,0
"7395","Ethiopia",2020-03-27,0
"7396","Ethiopia",2020-03-28,0
"7397","Ethiopia",2020-03-29,0
"7398","Ethiopia",2020-03-30,0
"7399","Ethiopia",2020-03-31,0
"7400","Ethiopia",2020-04-01,0
"7401","Ethiopia",2020-04-02,0
"7402","Ethiopia",2020-04-03,0
"7403","Ethiopia",2020-04-04,0
"7404","Ethiopia",2020-04-05,0
"7405","Ethiopia",2020-04-06,0
"7406","Ethiopia",2020-04-07,0
"7407","Ethiopia",2020-04-08,0
"7408","Ethiopia",2020-04-09,0
"7409","Ethiopia",2020-04-10,0
"7410","Ethiopia",2020-04-11,0
"7411","Ethiopia",2020-04-12,0
"7412","Ethiopia",2020-04-13,0
"7413","Ethiopia",2020-04-14,0
"7414","Ethiopia",2020-04-15,0
"7415","Ethiopia",2020-04-16,0
"7416","Ethiopia",2020-04-17,0
